Tournament,Date,Surface,Round,player_0,player_0_rank,player_0_odd,player_1,player_1_rank,player_1_odd,outcome,player_0_match_win_percent,player_1_match_win_percent,player_0_games_win_percent,player_1_games_win_percent,player_0_5_set_match_win_percent,player_1_5_set_match_win_percent,player_0_close_sets_percent,player_1_close_sets_percent,player_0_match_win_percent_grass,player_1_match_win_percent_grass,player_0_games_win_percent_grass,player_1_games_win_percent_grass,player_0_5_set_match_win_percent_grass,player_1_5_set_match_win_percent_grass,player_0_close_sets_percent_grass,player_1_close_sets_percent_grass,player_0_match_win_percent_52,player_1_match_win_percent_52,player_0_games_win_percent_52,player_1_games_win_percent_52,player_0_5_set_match_win_percent_52,player_1_5_set_match_win_percent_52,player_0_close_sets_percent_52,player_1_close_sets_percent_52,player_0_match_win_percent_grass_60,player_1_match_win_percent_grass_60,player_0_games_win_percent_grass_60,player_1_games_win_percent_grass_60,player_0_5_set_match_win_percent_grass_60,player_1_5_set_match_win_percent_grass_60,player_0_close_sets_percent_grass_60,player_1_close_sets_percent_grass_60,player_0_match_win_percent_hh,player_1_match_win_percent_hh,player_0_games_win_percent_hh,player_1_games_win_percent_hh,player_0_match_win_percent_grass_hh,player_1_match_win_percent_grass_hh,player_0_games_win_percent_grass_hh,player_1_games_win_percent_grass_hh,diff_match_win_percent,diff_games_win_percent,diff_5_set_match_win_percent,diff_close_sets_percent,diff_match_win_percent_grass,diff_games_win_percent_grass,diff_5_set_match_win_percent_grass,diff_close_sets_percent_grass,diff_match_win_percent_52,diff_games_win_percent_52,diff_5_set_match_win_percent_52,diff_close_sets_percent_52,diff_match_win_percent_grass_60,diff_games_win_percent_grass_60,diff_5_set_match_win_percent_grass_60,diff_close_sets_percent_grass_60,diff_match_win_percent_hh,diff_games_win_percent_hh,diff_match_win_percent_grass_hh,diff_games_win_percent_grass_hh
Wimbledon,2010/06/21,Grass,1st Round,Ljubicic I.,15.0,1.12,Przysiezny M.,94.0,5.5,1,0.660436137071651,0.14285714285714285,0.531924882629108,0.41348973607038125,0.5660377358490566,0.0,0.5865294667913938,0.30434782608695654,0.5925925925925926,0.0,0.5112960760998811,0.4090909090909091,0.5,0.0,0.6082474226804123,0.3333333333333333,0.6818181818181818,0.0,0.5360556038227628,0.3384615384615385,0.5714285714285714,0.0,0.5684931506849316,0.09090909090909091,0.6,0.0,0.5,0.4090909090909091,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175789942145081,0.11843514655872672,0.5660377358490566,0.2821816407044373,0.5925925925925926,0.10220516700897203,0.5,0.274914089347079,0.6818181818181818,0.19759406536122437,0.5714285714285714,0.4775840597758406,0.6,0.09090909090909088,0.0,0.2,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Lopez F.,30.0,1.16,Levine J.,115.0,4.5,0,0.49056603773584906,0.3404255319148936,0.4927412467976089,0.470432480141218,0.5,0.45454545454545453,0.4971815107102593,0.38650306748466257,0.6,0.5384615384615384,0.5172413793103449,0.5130890052356021,0.6428571428571429,0.6,0.5677966101694916,0.5102040816326531,0.5333333333333333,0.47058823529411764,0.5027272727272727,0.49195402298850577,0.3333333333333333,0.6,0.4965986394557823,0.4262295081967213,0.625,0.625,0.5144230769230769,0.5206611570247934,0.0,0.6666666666666666,0.5384615384615384,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15014050582095545,0.022308766656390866,0.04545454545454547,0.11067844322559672,0.06153846153846154,0.004152374074742782,0.04285714285714293,0.057592528536838494,0.06274509803921569,0.010773249738766921,-0.26666666666666666,0.07036913125906102,0.0,-0.006238080101716559,-0.6666666666666666,0.00512820512820511,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Zeballos H.,44.0,2.0,Lu Y.H.,82.0,1.72,1,0.4375,0.3333333333333333,0.47788697788697787,0.4606696248487293,0.4,0.2631578947368421,0.49056603773584906,0.3987730061349693,0.3333333333333333,0.25,0.4588235294117647,0.43010752688172044,0.0,0.2,0.4444444444444444,0.39655172413793105,0.4375,0.27586206896551724,0.47788697788697787,0.4508426966292135,0.4,0.0,0.49056603773584906,0.3473684210526316,0.3333333333333333,0.2857142857142857,0.4588235294117647,0.41899441340782123,0.0,0.0,0.4444444444444444,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666669,0.017217353038248562,0.13684210526315793,0.09179303160087976,0.08333333333333331,0.02871600253004425,-0.2,0.04789272030651337,0.16163793103448276,0.02704428125776437,0.4,0.14319761668321745,0.047619047619047616,0.039829116003943454,0.0,0.053140096618357446,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Andreev I.,57.0,3.0,Brands D.,98.0,1.36,1,0.5300353356890459,0.35714285714285715,0.5086885691012761,0.4725274725274725,0.6,0.0,0.5260915867944622,0.4673913043478261,0.47058823529411764,0.5,0.5019305019305019,0.5531914893617021,0.6,0.0,0.4084507042253521,0.6666666666666666,0.4772727272727273,0.35294117647058826,0.5036697247706422,0.4731934731934732,0.5,0.0,0.4930555555555556,0.4727272727272727,0.6,0.5,0.5174418604651163,0.5531914893617021,0.75,0.0,0.4782608695652174,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17289247854618878,0.03616109657380362,0.6,0.05870028244663611,-0.02941176470588236,-0.05126098743120022,0.6,-0.2582159624413145,0.12433155080213903,0.03047625157716899,0.5,0.020328282828282862,0.09999999999999998,-0.03574962889658584,0.75,-0.18840579710144922,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Ball C.,134.0,2.25,Berankis R.,156.0,1.57,1,0.42857142857142855,0.4,0.4601990049751244,0.4727272727272727,0.2857142857142857,0.0,0.39285714285714285,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.48424068767908307,0.5405405405405406,0.4,0.0,0.45652173913043476,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428525,-0.012528267752148325,0.2857142857142857,-0.007142857142857173,0.0,0.0,0.0,0.0,-0.16666666666666663,-0.0562998528614575,0.4,-0.21014492753623187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Massu N.,99.0,3.4,Bozoljac I.,152.0,1.3,1,0.45348837209302323,0.375,0.48506952359243216,0.4838012958963283,0.36,0.42857142857142855,0.46819787985865724,0.4838709677419355,0.25,0.3333333333333333,0.45185185185185184,0.5,0.25,0.5,0.35,0.6153846153846154,0.38461538461538464,0.0,0.4678362573099415,0.44,0.0,0.0,0.37209302325581395,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07848837209302323,0.0012682276961038519,-0.06857142857142856,-0.01567308788327826,-0.08333333333333331,-0.04814814814814816,-0.25,-0.26538461538461544,0.38461538461538464,0.027836257309941492,0.0,-0.2945736434108527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Federer R.,2.0,1.005,Falla A.,60.0,21.0,0,0.8802816901408451,0.3764705882352941,0.5974598694655142,0.4693417493237151,0.91875,0.42857142857142855,0.646433041301627,0.42424242424242425,0.9629629629629629,0.375,0.6044226044226044,0.4709976798143852,0.9705882352941176,0.3333333333333333,0.6608695652173913,0.36666666666666664,0.7903225806451613,0.4074074074074074,0.5799886941775014,0.470679012345679,0.9230769230769231,0.42857142857142855,0.634453781512605,0.4,0.9166666666666666,0.42857142857142855,0.587467362924282,0.46357615894039733,1.0,0.0,0.66,0.34782608695652173,1.0,0.0,0.6805555555555556,0.3194444444444444,1.0,0.0,0.6805555555555556,0.3194444444444444,0.503811101905551,0.12811812014179913,0.4901785714285714,0.2221906170592028,0.5879629629629629,0.13342492460821925,0.6372549019607843,0.2942028985507246,0.38291517323775387,0.10930968183182244,0.4945054945054946,0.234453781512605,0.4880952380952381,0.1238912039838847,1.0,0.3121739130434783,1.0,0.36111111111111116,1.0,0.36111111111111116
Wimbledon,2010/06/21,Grass,1st Round,Davydenko N.,5.0,1.36,Anderson K.,95.0,3.0,0,0.7182044887780549,0.34210526315789475,0.5670220474071007,0.4720861900097943,0.782051282051282,0.0,0.5761589403973509,0.4838709677419355,0.5,0.375,0.5064102564102564,0.48444444444444446,0.6,0.0,0.4264705882352941,0.6153846153846154,0.8153846153846154,0.3125,0.585509138381201,0.47268408551068886,0.8181818181818182,0.0,0.5944700460829493,0.5,0.6,0.5,0.5384615384615384,0.4897959183673469,0.6666666666666666,0.0,0.38095238095238093,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3760992256201601,0.09493585739730642,0.782051282051282,0.09228797265541544,0.125,0.021965811965811932,0.6,-0.18891402714932132,0.5028846153846154,0.11282505287051214,0.8181818181818182,0.09447004608294929,0.09999999999999998,0.04866562009419151,0.6666666666666666,-0.20238095238095244,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Hanescu V.,38.0,1.44,Kuznetsov A.,167.0,2.62,0,0.4972375690607735,0.25,0.49935205183585313,0.43346007604562736,0.5294117647058824,0.25,0.4844517184942717,0.38235294117647056,0.4166666666666667,0.3333333333333333,0.48418491484184917,0.4939759036144578,0.5714285714285714,0.0,0.52,0.6666666666666666,0.5283018867924528,0.25,0.5142215568862275,0.42857142857142855,0.5555555555555556,0.0,0.5254237288135594,0.5,0.5,0.0,0.5076923076923077,0.42424242424242425,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472375690607735,0.06589197579022577,0.27941176470588236,0.10209877731780115,0.08333333333333337,-0.009790988772608644,0.5714285714285714,-0.1466666666666666,0.2783018867924528,0.08565012831479896,0.5555555555555556,0.025423728813559365,0.5,0.08344988344988341,0.6666666666666666,-0.16666666666666663,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Fish M.,73.0,1.14,Tomic B.,246.0,5.0,0,0.5571428571428572,0.3,0.5135849056603774,0.4334470989761092,0.5428571428571428,0.4,0.5228571428571429,0.325,0.6,0.5,0.5326278659611993,0.4909090909090909,0.5,0.0,0.47126436781609193,0.6666666666666666,0.6,0.3333333333333333,0.5161290322580645,0.47093023255813954,0.4,0.5,0.52,0.4090909090909091,0.7272727272727273,0.5,0.5408560311284046,0.4909090909090909,0.5,0.0,0.5405405405405406,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428572,0.08013780668426818,0.1428571428571428,0.1978571428571429,0.09999999999999998,0.04171877505210836,0.5,-0.1954022988505747,0.26666666666666666,0.04519879969992496,-0.09999999999999998,0.1109090909090909,0.2272727272727273,0.04994694021931373,0.5,-0.12612612612612606,0.0,0.0,0.0,0.0
