Tournament,Date,Surface,Round,player_0,player_0_rank,player_0_odd,player_1,player_1_rank,player_1_odd,outcome,player_0_match_win_percent,player_1_match_win_percent,player_0_games_win_percent,player_1_games_win_percent,player_0_5_set_match_win_percent,player_1_5_set_match_win_percent,player_0_close_sets_percent,player_1_close_sets_percent,player_0_match_win_percent_grass,player_1_match_win_percent_grass,player_0_games_win_percent_grass,player_1_games_win_percent_grass,player_0_5_set_match_win_percent_grass,player_1_5_set_match_win_percent_grass,player_0_close_sets_percent_grass,player_1_close_sets_percent_grass,player_0_match_win_percent_52,player_1_match_win_percent_52,player_0_games_win_percent_52,player_1_games_win_percent_52,player_0_5_set_match_win_percent_52,player_1_5_set_match_win_percent_52,player_0_close_sets_percent_52,player_1_close_sets_percent_52,player_0_match_win_percent_grass_60,player_1_match_win_percent_grass_60,player_0_games_win_percent_grass_60,player_1_games_win_percent_grass_60,player_0_5_set_match_win_percent_grass_60,player_1_5_set_match_win_percent_grass_60,player_0_close_sets_percent_grass_60,player_1_close_sets_percent_grass_60,player_0_match_win_percent_hh,player_1_match_win_percent_hh,player_0_games_win_percent_hh,player_1_games_win_percent_hh,player_0_match_win_percent_grass_hh,player_1_match_win_percent_grass_hh,player_0_games_win_percent_grass_hh,player_1_games_win_percent_grass_hh,diff_match_win_percent,diff_games_win_percent,diff_5_set_match_win_percent,diff_close_sets_percent,diff_match_win_percent_grass,diff_games_win_percent_grass,diff_5_set_match_win_percent_grass,diff_close_sets_percent_grass,diff_match_win_percent_52,diff_games_win_percent_52,diff_5_set_match_win_percent_52,diff_close_sets_percent_52,diff_match_win_percent_grass_60,diff_games_win_percent_grass_60,diff_5_set_match_win_percent_grass_60,diff_close_sets_percent_grass_60,diff_match_win_percent_hh,diff_games_win_percent_hh,diff_match_win_percent_grass_hh,diff_games_win_percent_grass_hh
Wimbledon,2010/06/21,Grass,1st Round,Monfils G.,20.0,1.44,Mayer L.,52.0,2.62,0,0.5967078189300411,0.5,0.5173738991192954,0.5104800540906017,0.66,0.5,0.5271411338962606,0.5257731958762887,0.5714285714285714,0.42857142857142855,0.49746192893401014,0.5300546448087432,0.5714285714285714,0.5,0.4935064935064935,0.48,0.6666666666666666,0.4883720930232558,0.5309667673716012,0.504950495049505,0.625,0.5,0.5798816568047337,0.5172413793103449,0.5,0.42857142857142855,0.45901639344262296,0.5300546448087432,0.0,0.5,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967078189300411,0.006893845028693724,0.16000000000000003,0.001367938019971926,0.14285714285714285,-0.03259271587473306,0.0714285714285714,0.013506493506493522,0.17829457364341084,0.026016272322096246,0.125,0.06264027749438883,0.07142857142857145,-0.07103825136612024,-0.5,0.020000000000000018,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Melzer J.,16.0,1.12,Brown D.,102.0,5.5,0,0.532871972318339,0.5,0.502835538752363,0.5061728395061729,0.5625,0.0,0.5088265835929388,0.6666666666666666,0.5357142857142857,0.3333333333333333,0.5093240093240093,0.5054945054945055,0.6,0.0,0.5576923076923077,0.7777777777777778,0.6268656716417911,0.5,0.5243974132863022,0.5061728395061729,0.6666666666666666,0.0,0.5511111111111111,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5260663507109005,0.5054945054945055,0.6666666666666666,0.0,0.5925925925925926,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03287197231833905,-0.003337300753809891,0.5625,-0.15784008307372788,0.20238095238095238,0.0038295038295038664,0.6,-0.22008547008547008,0.12686567164179108,0.018224573780129316,0.6666666666666666,-0.11555555555555552,0.23809523809523808,0.02057184521639499,0.6666666666666666,-0.18518518518518523,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Huta Galung J.,285.0,1.9,Evans B.,318.0,1.8,1,0.0,0.2777777777777778,0.34265734265734266,0.43735763097949887,0.0,0.0,0.17391304347826086,0.3103448275862069,0.0,0.6,0.32432432432432434,0.5149253731343284,0.0,0.0,0.16666666666666666,0.5333333333333333,0.0,0.42857142857142855,0.0,0.4573170731707317,0.0,0.0,0.0,0.34782608695652173,0.0,0.6666666666666666,0.35,0.5068493150684932,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2777777777777778,-0.09470028832215621,0.0,-0.13643178410794604,-0.6,-0.19060104881000406,0.0,-0.3666666666666667,-0.42857142857142855,-0.4573170731707317,0.0,-0.34782608695652173,-0.6666666666666666,-0.1568493150684932,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Schuettler R.,85.0,1.36,Tursunov D.,371.0,3.0,0,0.3989071038251366,0.5570175438596491,0.4778432656625191,0.5138774839875184,0.3448275862068966,0.5813953488372093,0.43657331136738053,0.5233766233766234,0.5666666666666667,0.675,0.5140845070422535,0.5289735099337748,0.6,0.7142857142857143,0.5454545454545454,0.5878378378378378,0.3548387096774194,0.2857142857142857,0.47474747474747475,0.4486486486486487,0.3333333333333333,0.0,0.4095238095238095,0.44,0.6428571428571429,0.75,0.532608695652174,0.5416666666666666,0.5,0.0,0.6086956521739131,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15811044003451247,-0.03603421832499931,-0.23656776263031276,-0.08680331200924285,-0.10833333333333339,-0.014889002891521286,-0.11428571428571432,-0.042383292383292415,0.06912442396313367,0.026098826098826078,0.3333333333333333,-0.03047619047619049,-0.1071428571428571,-0.009057971014492683,0.5,-0.016304347826086918,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Daniel M.,108.0,4.5,Ilhan M.,118.0,1.16,1,0.2608695652173913,0.4166666666666667,0.4362714013950539,0.47770700636942676,0.0,0.5,0.3056768558951965,0.36363636363636365,0.16666666666666666,0.0,0.38461538461538464,0.0,0.0,0.0,0.22727272727272727,0.0,0.2857142857142857,0.4166666666666667,0.43340857787810383,0.47770700636942676,0.0,0.5,0.29850746268656714,0.36363636363636365,0.3333333333333333,0.0,0.3958333333333333,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1557971014492754,-0.041435604974372875,-0.5,-0.05795950774116715,0.16666666666666666,0.38461538461538464,0.0,0.22727272727272727,-0.130952380952381,-0.04429842849132293,-0.5,-0.06512890094979651,0.3333333333333333,0.3958333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Cilic M.,12.0,1.08,Mayer F.,59.0,7.0,1,0.6262626262626263,0.44936708860759494,0.5323334631865991,0.487679393447062,0.6904761904761905,0.4230769230769231,0.5619469026548672,0.42585551330798477,0.5909090909090909,0.6,0.5147492625368731,0.5047846889952153,0.625,0.5714285714285714,0.5975609756097561,0.4576271186440678,0.7076923076923077,0.4444444444444444,0.5505050505050505,0.4887063655030801,0.7777777777777778,0.6666666666666666,0.6103896103896104,0.48333333333333334,0.5,0.0,0.5229357798165137,0.0,0.6666666666666666,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17689553765503135,0.04465406973953712,0.2673992673992674,0.13609138934688247,-0.009090909090909038,0.009964573541657806,0.0535714285714286,0.13993385696568827,0.2632478632478633,0.06179868500197039,0.11111111111111116,0.12705627705627703,0.5,0.5229357798165137,0.6666666666666666,0.75,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Montanes A.,31.0,1.4,Lorenzi P.,96.0,2.75,0,0.4751131221719457,0.16666666666666666,0.48537789593619446,0.40096618357487923,0.3333333333333333,0.0,0.4430727023319616,0.29310344827586204,0.375,0.5,0.46153846153846156,0.47368421052631576,0.375,0.0,0.375,0.3333333333333333,0.5869565217391305,0.13333333333333333,0.5221318879855466,0.39589442815249265,0.5555555555555556,0.0,0.5,0.2653061224489796,0.6666666666666666,0.5,0.5277777777777778,0.47368421052631576,0.6666666666666666,0.0,0.5333333333333333,0.3333333333333333,0.0,1.0,0.48148148148148145,0.5185185185185185,0.0,1.0,0.48148148148148145,0.5185185185185185,0.30844645550527905,0.08441171236131523,0.3333333333333333,0.14996925405609957,-0.125,-0.012145748987854199,0.375,0.041666666666666685,0.4536231884057972,0.1262374598330539,0.5555555555555556,0.2346938775510204,0.16666666666666663,0.05409356725146203,0.6666666666666666,0.2,-1.0,-0.037037037037037035,-1.0,-0.037037037037037035
Wimbledon,2010/06/21,Grass,1st Round,Troicki V.,42.0,1.2,Kunitsyn I.,104.0,4.33,0,0.49586776859504134,0.38926174496644295,0.49271339347675225,0.4628311022500712,0.5,0.1875,0.45864661654135336,0.3987473903966597,0.46153846153846156,0.3,0.47246376811594204,0.45614035087719296,0.6666666666666666,0.25,0.4444444444444444,0.38235294117647056,0.5106382978723404,0.34375,0.5013009540329575,0.44903225806451613,0.6666666666666666,0.2,0.46540880503144655,0.3867924528301887,0.42857142857142855,0.3333333333333333,0.4777777777777778,0.43283582089552236,1.0,0.0,0.4,0.3,1.0,0.0,0.7272727272727273,0.2727272727272727,1.0,0.0,0.7272727272727273,0.2727272727272727,0.10660602362859839,0.029882291226681068,0.3125,0.059899226144693674,0.16153846153846158,0.016323417238749083,0.41666666666666663,0.06209150326797386,0.16688829787234039,0.05226869596844136,0.4666666666666666,0.07861635220125784,0.09523809523809523,0.04494195688225544,1.0,0.10000000000000003,1.0,0.4545454545454546,1.0,0.4545454545454546
Wimbledon,2010/06/21,Grass,1st Round,Beck K.,88.0,1.16,Ventura S.,131.0,4.5,0,0.3620689655172414,0.35802469135802467,0.45864661654135336,0.46106240330067044,0.3,0.1,0.4020618556701031,0.38783269961977185,0.4,0.0,0.48355263157894735,0.373015873015873,0.3333333333333333,0.0,0.4444444444444444,0.21052631578947367,0.23076923076923078,0.3333333333333333,0.4470284237726098,0.4553846153846154,0.25,0.0,0.40425531914893614,0.3829787234042553,0.25,0.0,0.4866666666666667,0.48,0.5,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404427415921671,-0.0024157867593170845,0.19999999999999998,0.01422915605033126,0.4,0.11053675856307432,0.3333333333333333,0.23391812865497075,-0.10256410256410253,-0.00835619161200557,0.25,0.021276595744680826,0.25,0.00666666666666671,0.5,0.16666666666666669,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Wawrinka S.,23.0,1.44,Istomin D.,70.0,2.62,1,0.5813008130081301,0.45454545454545453,0.5210663398192125,0.4913254684247051,0.625,0.5333333333333333,0.5376470588235294,0.4564102564102564,0.4117647058823529,0.6363636363636364,0.49740932642487046,0.5531135531135531,0.5833333333333334,0.0,0.48,0.6363636363636364,0.6595744680851063,0.4444444444444444,0.5474956822107081,0.49608062709966405,0.6666666666666666,0.625,0.5454545454545454,0.4596774193548387,0.75,0.6363636363636364,0.5804195804195804,0.5531135531135531,0.75,0.0,0.6,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12675535846267555,0.029740871394507373,0.09166666666666667,0.08123680241327297,-0.22459893048128343,-0.05570422668868269,0.5833333333333334,-0.15636363636363637,0.21513002364066192,0.05141505511104405,0.04166666666666663,0.08577712609970672,0.11363636363636365,0.02730602730602727,0.75,-0.036363636363636376,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Llodra M.,37.0,1.11,Witten J.,186.0,6.0,0,0.49079754601226994,0.2222222222222222,0.49570341271789836,0.48226950354609927,0.37037037037037035,0.4,0.4843462246777164,0.40540540540540543,0.7307692307692307,0.0,0.5582047685834503,0.0,0.5,0.0,0.686046511627907,0.0,0.6052631578947368,0.4,0.5174746335963923,0.4968152866242038,0.4,0.5,0.49193548387096775,0.391304347826087,0.7857142857142857,0.0,0.5846153846153846,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685753237900477,0.013433909171799097,-0.029629629629629672,0.07894081927231095,0.7307692307692307,0.5582047685834503,0.5,0.686046511627907,0.20526315789473681,0.02065934697218852,-0.09999999999999998,0.10063113604488078,0.7857142857142857,0.5846153846153846,0.0,0.6363636363636364,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Schwank E.,50.0,3.0,Korolev E.,77.0,1.36,1,0.38461538461538464,0.4306569343065693,0.46683673469387754,0.4771318973148421,0.25,0.3333333333333333,0.41706161137440756,0.436241610738255,0.14285714285714285,0.1111111111111111,0.379746835443038,0.4429065743944637,0.0,0.0,0.28,0.45454545454545453,0.42857142857142855,0.3783783783783784,0.46382978723404256,0.48156182212581344,0.0,0.3333333333333333,0.4153846153846154,0.4146341463414634,0.0,0.0,0.26666666666666666,0.43670886075949367,0.0,0.0,0.07142857142857142,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04604154969118468,-0.010295162620964582,-0.08333333333333331,-0.019179999363847455,0.031746031746031744,-0.06315973895142568,0.0,-0.1745454545454545,0.05019305019305015,-0.017732034891770887,-0.3333333333333333,0.0007504690431520133,0.0,-0.170042194092827,0.0,-0.3403361344537815,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Becker B.,71.0,1.16,Sweeting R.,119.0,4.5,0,0.43478260869565216,0.23076923076923078,0.4864661654135338,0.4292237442922374,0.35,0.0,0.4780114722753346,0.375,0.5882352941176471,0.0,0.5248917748917749,0.0,0.42857142857142855,0.0,0.5775862068965517,0.0,0.41509433962264153,0.25,0.4920886075949367,0.42857142857142855,0.3333333333333333,0.0,0.4853801169590643,0.35714285714285715,0.7368421052631579,0.0,0.5536842105263158,0.0,0.5,0.0,0.6229508196721312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20401337792642138,0.057242421121296405,0.35,0.10301147227533458,0.5882352941176471,0.5248917748917749,0.42857142857142855,0.5775862068965517,0.16509433962264153,0.06351717902350817,0.3333333333333333,0.12823725981620715,0.7368421052631579,0.5536842105263158,0.5,0.6229508196721312,0.0,0.0,0.0,0.0
Wimbledon,2010/06/21,Grass,1st Round,Chela J.I.,51.0,3.4,Dent T.,97.0,1.3,1,0.508695652173913,0.5,0.5,0.5066344993968637,0.4857142857142857,0.55,0.48026315789473684,0.5,0.25,0.5,0.4563758389261745,0.5044052863436124,0.3333333333333333,0.6,0.3333333333333333,0.5172413793103449,0.41379310344827586,0.34615384615384615,0.4872881355932203,0.47493036211699163,0.4,0.5,0.44329896907216493,0.4148936170212766,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.6428571428571429,0.0,1.0,0.14285714285714285,0.8571428571428571,0.0,1.0,0.14285714285714285,0.8571428571428571,0.008695652173912993,-0.006634499396863669,-0.06428571428571433,-0.019736842105263164,-0.25,-0.048029447417437865,-0.26666666666666666,-0.18390804597701155,0.06763925729442971,0.012357773476228684,-0.09999999999999998,0.028405352050888344,-0.25,-0.5,0.0,-0.6428571428571429,-1.0,-0.7142857142857142,-1.0,-0.7142857142857142
Wimbledon,2010/06/21,Grass,1st Round,Berdych T.,13.0,1.05,Golubev A.,81.0,9.0,0,0.6226415094339622,0.2978723404255319,0.5371859296482412,0.45818815331010454,0.6818181818181818,0.3,0.5331491712707183,0.37888198757763975,0.7142857142857143,0.16666666666666666,0.53215284249767,0.4382716049382716,0.7368421052631579,0.0,0.5524475524475524,0.35,0.6666666666666666,0.2,0.5594936708860759,0.4396135265700483,0.7333333333333333,0.2,0.5525114155251142,0.3411764705882353,0.6666666666666666,0.16666666666666666,0.5662650602409639,0.4382716049382716,0.75,0.0,0.5384615384615384,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32476916900843034,0.07899777633813665,0.3818181818181818,0.1542671836930785,0.5476190476190477,0.09388123755939842,0.7368421052631579,0.20244755244755241,0.4666666666666666,0.11988014431602761,0.5333333333333332,0.21133494493687888,0.5,0.1279934553026923,0.75,0.18846153846153846,0.0,0.0,0.0,0.0
